generation,ID,score,rawScores,ownScore
0,174,32.000000,"[30.000000,32.000000,31.000000,29.000000]",32.000000
100,10112,53.000000,"[32.000000,20.000000,53.000000,43.000000]",53.000000
200,20154,34.000000,"[25.000000,32.000000,32.000000,34.000000]",34.000000
300,30161,68.000000,"[3.000000,68.000000,19.000000,26.000000]",68.000000
400,40192,100.000000,"[0.000000,0.000000,100.000000,17.000000]",100.000000
500,50114,115.000000,"[0.000000,115.000000,0.000000,20.000000]",115.000000
600,60102,108.000000,"[0.000000,0.000000,108.000000,35.000000]",108.000000
700,70160,100.000000,"[100.000000,0.000000,0.000000,46.000000]",100.000000
800,80119,84.000000,"[26.000000,17.000000,15.000000,84.000000]",84.000000
900,90139,108.000000,"[8.000000,108.000000,5.000000,5.000000]",108.000000
1000,100122,117.000000,"[1.000000,117.000000,3.000000,11.000000]",117.000000
1100,110163,110.000000,"[1.000000,110.000000,4.000000,6.000000]",110.000000
1200,120109,130.000000,"[3.000000,2.000000,5.000000,130.000000]",130.000000
1300,130124,131.000000,"[1.000000,2.000000,1.000000,131.000000]",131.000000
1400,140168,127.000000,"[4.000000,3.000000,2.000000,127.000000]",127.000000
1500,150170,112.000000,"[3.000000,4.000000,5.000000,112.000000]",112.000000
1600,160165,118.000000,"[7.000000,0.000000,5.000000,118.000000]",118.000000
1700,170102,123.000000,"[1.000000,4.000000,6.000000,123.000000]",123.000000
1800,180115,125.000000,"[2.000000,8.000000,5.000000,125.000000]",125.000000
1900,190153,116.000000,"[3.000000,7.000000,5.000000,116.000000]",116.000000
2000,200163,100.000000,"[16.000000,2.000000,2.000000,100.000000]",100.000000
2100,210105,116.000000,"[2.000000,2.000000,3.000000,116.000000]",116.000000
2200,220117,114.000000,"[4.000000,2.000000,10.000000,114.000000]",114.000000
2300,230148,134.000000,"[2.000000,2.000000,0.000000,134.000000]",134.000000
2400,240167,133.000000,"[3.000000,2.000000,4.000000,133.000000]",133.000000
2500,250163,114.000000,"[6.000000,5.000000,9.000000,114.000000]",114.000000
2600,260179,103.000000,"[103.000000,0.000000,5.000000,14.000000]",103.000000
2700,270191,130.000000,"[130.000000,3.000000,4.000000,1.000000]",130.000000
2800,280124,132.000000,"[132.000000,1.000000,2.000000,3.000000]",132.000000
2900,290144,125.000000,"[125.000000,4.000000,4.000000,4.000000]",125.000000
3000,300101,126.000000,"[126.000000,1.000000,5.000000,2.000000]",126.000000
3100,310148,110.000000,"[110.000000,0.000000,0.000000,0.000000]",110.000000
3200,320101,131.000000,"[131.000000,0.000000,0.000000,0.000000]",131.000000
3300,330137,131.000000,"[131.000000,0.000000,0.000000,0.000000]",131.000000
