generation,ID,score,rawScores,ownScore
0,162,18.000000,"[72.000000,0.000000,0.000000,0.000000]",0.000000
100,10125,25.500000,"[9.000000,0.000000,43.000000,50.000000]",43.000000
200,20176,31.250000,"[21.000000,29.000000,53.000000,22.000000]",22.000000
300,30174,32.750000,"[0.000000,58.000000,25.000000,48.000000]",58.000000
400,40122,37.750000,"[37.000000,22.000000,53.000000,39.000000]",22.000000
500,50121,27.250000,"[0.000000,44.000000,65.000000,0.000000]",65.000000
600,60191,35.750000,"[43.000000,28.000000,35.000000,37.000000]",43.000000
700,70120,32.250000,"[44.000000,8.000000,37.000000,40.000000]",40.000000
800,80197,32.500000,"[35.000000,42.000000,41.000000,12.000000]",41.000000
900,90124,32.250000,"[48.000000,32.000000,0.000000,49.000000]",49.000000
1000,100110,35.500000,"[64.000000,29.000000,25.000000,24.000000]",29.000000
1100,110166,35.750000,"[48.000000,36.000000,33.000000,26.000000]",36.000000
1200,120190,28.250000,"[0.000000,60.000000,0.000000,53.000000]",60.000000
1300,130107,37.000000,"[31.000000,27.000000,46.000000,44.000000]",31.000000
1400,140192,32.500000,"[22.000000,33.000000,42.000000,33.000000]",33.000000
1500,150124,33.000000,"[0.000000,44.000000,45.000000,43.000000]",43.000000
1600,160171,35.500000,"[30.000000,21.000000,49.000000,42.000000]",30.000000
1700,170121,31.750000,"[26.000000,33.000000,30.000000,38.000000]",30.000000
1800,180164,36.750000,"[52.000000,29.000000,41.000000,25.000000]",25.000000
1900,190159,32.250000,"[42.000000,51.000000,27.000000,9.000000]",42.000000
2000,200159,36.250000,"[16.000000,50.000000,54.000000,25.000000]",16.000000
2100,210187,36.500000,"[49.000000,32.000000,35.000000,30.000000]",49.000000
2200,220154,37.500000,"[24.000000,37.000000,29.000000,60.000000]",37.000000
2300,230178,20.500000,"[25.000000,26.000000,27.000000,4.000000]",26.000000
2400,240199,37.250000,"[48.000000,37.000000,40.000000,24.000000]",48.000000
2500,250111,29.250000,"[62.000000,0.000000,16.000000,39.000000]",62.000000
2600,260124,35.000000,"[31.000000,28.000000,67.000000,14.000000]",14.000000
2700,270194,12.000000,"[8.000000,10.000000,0.000000,30.000000]",10.000000
2800,280129,37.000000,"[25.000000,33.000000,55.000000,35.000000]",55.000000
2900,290146,34.000000,"[36.000000,69.000000,31.000000,0.000000]",69.000000
3000,300140,32.750000,"[0.000000,19.000000,48.000000,64.000000]",64.000000
3100,310135,37.000000,"[22.000000,36.000000,47.000000,43.000000]",22.000000
3200,320166,32.500000,"[44.000000,39.000000,0.000000,47.000000]",39.000000
3300,330135,31.750000,"[54.000000,15.000000,27.000000,31.000000]",54.000000
3400,340153,37.000000,"[21.000000,37.000000,46.000000,44.000000]",46.000000
3500,350142,35.250000,"[0.000000,39.000000,48.000000,54.000000]",39.000000
3600,360109,35.500000,"[46.000000,32.000000,33.000000,31.000000]",33.000000
3700,370171,35.500000,"[40.000000,31.000000,44.000000,27.000000]",40.000000
3800,380114,32.500000,"[61.000000,25.000000,38.000000,6.000000]",25.000000
3900,390106,27.500000,"[44.000000,66.000000,0.000000,0.000000]",66.000000
4000,400117,34.000000,"[9.000000,43.000000,31.000000,53.000000]",31.000000
4100,410185,35.500000,"[28.000000,20.000000,76.000000,18.000000]",76.000000
4200,420176,35.750000,"[31.000000,23.000000,10.000000,79.000000]",79.000000
4300,430176,27.750000,"[0.000000,50.000000,7.000000,54.000000]",54.000000
4400,440101,29.250000,"[42.000000,20.000000,55.000000,0.000000]",55.000000
4500,450128,9.750000,"[9.000000,11.000000,10.000000,9.000000]",9.000000
4600,460169,37.750000,"[55.000000,45.000000,28.000000,23.000000]",28.000000
4700,470154,36.500000,"[43.000000,56.000000,44.000000,3.000000]",56.000000
4800,480159,32.250000,"[22.000000,19.000000,38.000000,50.000000]",22.000000
4900,490150,34.500000,"[29.000000,44.000000,22.000000,43.000000]",44.000000
5000,500155,32.750000,"[17.000000,23.000000,70.000000,21.000000]",17.000000
5100,510146,35.750000,"[29.000000,33.000000,13.000000,68.000000]",33.000000
5200,520116,37.000000,"[50.000000,49.000000,4.000000,45.000000]",45.000000
5300,530131,35.250000,"[28.000000,37.000000,34.000000,42.000000]",28.000000
5400,540116,11.750000,"[7.000000,0.000000,28.000000,12.000000]",12.000000
5500,550189,25.500000,"[41.000000,0.000000,45.000000,16.000000]",45.000000
5600,560106,17.000000,"[12.000000,56.000000,0.000000,0.000000]",56.000000
5700,570146,29.000000,"[28.000000,31.000000,4.000000,53.000000]",31.000000
5800,580137,9.500000,"[10.000000,10.000000,10.000000,8.000000]",10.000000
5900,590178,32.000000,"[33.000000,29.000000,54.000000,12.000000]",29.000000
6000,600137,32.500000,"[8.000000,62.000000,31.000000,29.000000]",31.000000
6100,610138,26.500000,"[0.000000,49.000000,3.000000,54.000000]",49.000000
6200,620145,28.250000,"[23.000000,42.000000,48.000000,0.000000]",48.000000
6300,630151,31.750000,"[54.000000,0.000000,29.000000,44.000000]",54.000000
6400,640194,36.750000,"[33.000000,36.000000,40.000000,38.000000]",36.000000
6500,650140,35.000000,"[68.000000,20.000000,12.000000,40.000000]",40.000000
6600,660167,35.500000,"[35.000000,39.000000,37.000000,31.000000]",35.000000
6700,670191,35.250000,"[36.000000,32.000000,32.000000,41.000000]",36.000000
6800,680177,28.500000,"[54.000000,9.000000,31.000000,20.000000]",31.000000
6900,690198,36.250000,"[0.000000,51.000000,34.000000,60.000000]",51.000000
7000,700149,32.000000,"[0.000000,44.000000,53.000000,31.000000]",53.000000
7100,710154,36.750000,"[29.000000,42.000000,42.000000,34.000000]",42.000000
7200,720189,36.000000,"[35.000000,6.000000,56.000000,47.000000]",56.000000
7300,730117,36.250000,"[56.000000,16.000000,53.000000,20.000000]",53.000000
7400,740184,9.250000,"[8.000000,9.000000,9.000000,11.000000]",11.000000
7500,750116,36.250000,"[37.000000,23.000000,65.000000,20.000000]",20.000000
7600,760149,34.750000,"[82.000000,2.000000,32.000000,23.000000]",32.000000
7700,770190,33.250000,"[7.000000,9.000000,51.000000,66.000000]",9.000000
7800,780198,31.750000,"[0.000000,60.000000,67.000000,0.000000]",60.000000
7900,790100,9.250000,"[10.000000,9.000000,8.000000,10.000000]",10.000000
8000,800121,35.500000,"[32.000000,26.000000,49.000000,35.000000]",49.000000
8100,810136,36.250000,"[22.000000,30.000000,36.000000,57.000000]",57.000000
8200,820153,35.250000,"[32.000000,40.000000,40.000000,29.000000]",40.000000
8300,830172,33.250000,"[41.000000,48.000000,10.000000,34.000000]",34.000000
8400,840184,11.250000,"[7.000000,0.000000,29.000000,9.000000]",9.000000
8500,850124,34.250000,"[24.000000,28.000000,51.000000,34.000000]",34.000000
8600,860147,35.500000,"[29.000000,32.000000,32.000000,49.000000]",29.000000
8700,870108,29.500000,"[32.000000,0.000000,43.000000,43.000000]",43.000000
8800,880101,32.750000,"[0.000000,57.000000,47.000000,27.000000]",47.000000
8900,890106,29.500000,"[1.000000,10.000000,28.000000,79.000000]",10.000000
9000,900149,23.250000,"[54.000000,0.000000,39.000000,0.000000]",39.000000
9100,910151,35.000000,"[49.000000,82.000000,9.000000,0.000000]",49.000000
9200,920121,37.500000,"[39.000000,49.000000,55.000000,7.000000]",55.000000
9300,930182,36.750000,"[52.000000,36.000000,11.000000,48.000000]",36.000000
9400,940197,29.000000,"[32.000000,30.000000,29.000000,25.000000]",29.000000
9500,950186,34.000000,"[9.000000,30.000000,47.000000,50.000000]",30.000000
9600,960157,30.250000,"[38.000000,0.000000,32.000000,51.000000]",32.000000
