generation,ID,score,rawScores,ownScore
0,160,7.000000,"[0.000000,0.000000,0.000000,7.000000]",7.000000
100,10124,19.000000,"[1.000000,19.000000,0.000000,18.000000]",18.000000
200,20182,48.000000,"[13.000000,24.000000,48.000000,8.000000]",24.000000
300,30188,87.000000,"[13.000000,87.000000,8.000000,5.000000]",5.000000
400,40146,34.000000,"[0.000000,34.000000,1.000000,0.000000]",34.000000
500,50180,72.000000,"[1.000000,0.000000,72.000000,66.000000]",66.000000
600,60171,77.000000,"[63.000000,0.000000,77.000000,0.000000]",63.000000
700,70193,90.000000,"[36.000000,1.000000,90.000000,0.000000]",90.000000
800,80123,39.000000,"[32.000000,0.000000,39.000000,39.000000]",32.000000
900,90135,129.000000,"[129.000000,0.000000,0.000000,0.000000]",129.000000
1000,100114,61.000000,"[25.000000,61.000000,0.000000,8.000000]",61.000000
1100,110143,78.000000,"[78.000000,3.000000,4.000000,30.000000]",78.000000
1200,120144,106.000000,"[18.000000,0.000000,0.000000,106.000000]",106.000000
1300,130161,73.000000,"[27.000000,0.000000,14.000000,73.000000]",14.000000
1400,140176,82.000000,"[0.000000,26.000000,82.000000,37.000000]",37.000000
1500,150179,49.000000,"[49.000000,30.000000,40.000000,10.000000]",49.000000
1600,160182,47.000000,"[0.000000,47.000000,45.000000,31.000000]",47.000000
1700,170160,43.000000,"[26.000000,43.000000,29.000000,43.000000]",43.000000
1800,180160,83.000000,"[0.000000,0.000000,83.000000,62.000000]",62.000000
1900,190196,86.000000,"[86.000000,0.000000,36.000000,12.000000]",12.000000
2000,200153,67.000000,"[51.000000,7.000000,16.000000,67.000000]",16.000000
2100,210164,91.000000,"[91.000000,0.000000,0.000000,24.000000]",24.000000
2200,220178,121.000000,"[0.000000,121.000000,0.000000,0.000000]",121.000000
2300,230155,74.000000,"[74.000000,20.000000,18.000000,4.000000]",74.000000
2400,240119,82.000000,"[82.000000,18.000000,0.000000,26.000000]",82.000000
2500,250125,114.000000,"[1.000000,1.000000,114.000000,2.000000]",114.000000
2600,260178,67.000000,"[10.000000,53.000000,67.000000,13.000000]",53.000000
2700,270107,123.000000,"[123.000000,0.000000,0.000000,1.000000]",123.000000
2800,280108,71.000000,"[1.000000,0.000000,50.000000,71.000000]",71.000000
2900,290158,107.000000,"[1.000000,107.000000,0.000000,0.000000]",107.000000
3000,300125,112.000000,"[0.000000,0.000000,112.000000,11.000000]",112.000000
3100,310150,73.000000,"[16.000000,73.000000,11.000000,25.000000]",73.000000
3200,320186,105.000000,"[0.000000,105.000000,0.000000,0.000000]",105.000000
3300,330189,94.000000,"[11.000000,0.000000,94.000000,0.000000]",94.000000
3400,340135,106.000000,"[106.000000,0.000000,38.000000,0.000000]",106.000000
3500,350111,58.000000,"[31.000000,58.000000,0.000000,47.000000]",31.000000
3600,360198,91.000000,"[53.000000,91.000000,0.000000,0.000000]",91.000000
3700,370161,77.000000,"[4.000000,45.000000,77.000000,0.000000]",77.000000
3800,380140,57.000000,"[55.000000,57.000000,0.000000,22.000000]",22.000000
3900,390123,38.000000,"[23.000000,33.000000,28.000000,38.000000]",23.000000
4000,400146,48.000000,"[0.000000,48.000000,0.000000,34.000000]",48.000000
4100,410132,33.000000,"[0.000000,1.000000,9.000000,33.000000]",33.000000
4200,420118,47.000000,"[30.000000,40.000000,7.000000,47.000000]",40.000000
4300,430123,47.000000,"[38.000000,10.000000,0.000000,47.000000]",38.000000
4400,440153,63.000000,"[28.000000,63.000000,25.000000,25.000000]",25.000000
4500,450146,65.000000,"[0.000000,65.000000,54.000000,0.000000]",65.000000
4600,460183,54.000000,"[45.000000,0.000000,54.000000,48.000000]",45.000000
4700,470102,50.000000,"[0.000000,30.000000,50.000000,7.000000]",30.000000
4800,480190,47.000000,"[39.000000,43.000000,47.000000,0.000000]",43.000000
4900,490137,58.000000,"[46.000000,0.000000,58.000000,0.000000]",58.000000
5000,500193,69.000000,"[0.000000,0.000000,69.000000,0.000000]",69.000000
5100,510140,45.000000,"[42.000000,1.000000,38.000000,45.000000]",45.000000
5200,520175,61.000000,"[48.000000,0.000000,61.000000,0.000000]",48.000000
5300,530155,73.000000,"[73.000000,27.000000,0.000000,20.000000]",73.000000
5400,540198,76.000000,"[14.000000,15.000000,76.000000,1.000000]",15.000000
5500,550109,59.000000,"[42.000000,0.000000,59.000000,2.000000]",59.000000
5600,560144,65.000000,"[0.000000,10.000000,28.000000,65.000000]",65.000000
5700,570132,32.000000,"[27.000000,22.000000,0.000000,32.000000]",32.000000
5800,580194,52.000000,"[52.000000,49.000000,9.000000,0.000000]",49.000000
5900,590172,52.000000,"[0.000000,45.000000,0.000000,52.000000]",52.000000
6000,600104,64.000000,"[0.000000,64.000000,11.000000,35.000000]",35.000000
6100,610156,78.000000,"[43.000000,0.000000,0.000000,78.000000]",78.000000
6200,620120,82.000000,"[0.000000,2.000000,0.000000,82.000000]",82.000000
6300,630155,68.000000,"[47.000000,1.000000,1.000000,68.000000]",47.000000
6400,640176,68.000000,"[0.000000,4.000000,68.000000,41.000000]",41.000000
6500,650124,69.000000,"[69.000000,0.000000,0.000000,62.000000]",62.000000
6600,660176,64.000000,"[0.000000,0.000000,64.000000,33.000000]",33.000000
6700,670140,61.000000,"[0.000000,42.000000,0.000000,61.000000]",61.000000
6800,680134,48.000000,"[36.000000,40.000000,48.000000,0.000000]",40.000000
6900,690171,61.000000,"[61.000000,35.000000,50.000000,1.000000]",61.000000
7000,700104,46.000000,"[0.000000,35.000000,44.000000,46.000000]",46.000000
7100,710182,44.000000,"[5.000000,37.000000,44.000000,0.000000]",37.000000
7200,720156,57.000000,"[0.000000,57.000000,38.000000,35.000000]",35.000000
7300,730111,76.000000,"[76.000000,0.000000,0.000000,0.000000]",76.000000
7400,740154,59.000000,"[0.000000,54.000000,59.000000,0.000000]",54.000000
