generation,ID,score,rawScores,ownScore
0,134,17.000000,"[20.000000,22.000000,17.000000,32.000000]",17.000000
100,10154,26.000000,"[29.000000,27.000000,26.000000,26.000000]",26.000000
200,20122,34.000000,"[34.000000,36.000000,40.000000,35.000000]",34.000000
300,30199,31.000000,"[31.000000,38.000000,37.000000,42.000000]",31.000000
400,40181,31.000000,"[43.000000,36.000000,31.000000,35.000000]",31.000000
500,50159,35.000000,"[37.000000,35.000000,37.000000,37.000000]",35.000000
600,60131,35.000000,"[35.000000,39.000000,39.000000,38.000000]",35.000000
700,70197,34.000000,"[34.000000,39.000000,39.000000,35.000000]",34.000000
800,80141,36.000000,"[36.000000,37.000000,38.000000,39.000000]",36.000000
900,90128,33.000000,"[37.000000,38.000000,38.000000,33.000000]",33.000000
1000,100170,36.000000,"[36.000000,39.000000,39.000000,37.000000]",36.000000
1100,110110,34.000000,"[39.000000,43.000000,34.000000,36.000000]",34.000000
1200,120118,35.000000,"[37.000000,35.000000,35.000000,40.000000]",35.000000
1300,130128,35.000000,"[35.000000,39.000000,38.000000,38.000000]",35.000000
1400,140109,32.000000,"[43.000000,32.000000,38.000000,39.000000]",32.000000
1500,150175,35.000000,"[35.000000,39.000000,38.000000,38.000000]",35.000000
1600,160147,32.000000,"[39.000000,37.000000,43.000000,32.000000]",32.000000
1700,170197,37.000000,"[37.000000,37.000000,37.000000,40.000000]",37.000000
1800,180135,34.000000,"[36.000000,41.000000,36.000000,34.000000]",34.000000
1900,190180,32.000000,"[36.000000,32.000000,34.000000,38.000000]",32.000000
2000,200194,32.000000,"[34.000000,33.000000,42.000000,32.000000]",32.000000
2100,210116,33.000000,"[39.000000,33.000000,41.000000,35.000000]",33.000000
2200,220105,36.000000,"[36.000000,39.000000,38.000000,38.000000]",36.000000
2300,230100,35.000000,"[36.000000,35.000000,40.000000,37.000000]",35.000000
2400,240151,33.000000,"[42.000000,37.000000,33.000000,39.000000]",33.000000
2500,250176,35.000000,"[36.000000,36.000000,35.000000,41.000000]",35.000000
2600,260137,36.000000,"[36.000000,37.000000,38.000000,38.000000]",36.000000
2700,270197,32.000000,"[32.000000,41.000000,36.000000,39.000000]",32.000000
2800,280123,34.000000,"[34.000000,37.000000,36.000000,40.000000]",34.000000
2900,290185,33.000000,"[38.000000,39.000000,33.000000,35.000000]",33.000000
3000,300189,33.000000,"[37.000000,33.000000,41.000000,40.000000]",33.000000
3100,310115,36.000000,"[40.000000,36.000000,38.000000,36.000000]",36.000000
3200,320119,36.000000,"[41.000000,37.000000,36.000000,36.000000]",36.000000
3300,330142,37.000000,"[40.000000,37.000000,37.000000,37.000000]",37.000000
3400,340195,31.000000,"[40.000000,31.000000,40.000000,37.000000]",31.000000
3500,350122,34.000000,"[34.000000,42.000000,34.000000,39.000000]",34.000000
3600,360125,34.000000,"[39.000000,37.000000,38.000000,34.000000]",34.000000
3700,370191,35.000000,"[40.000000,38.000000,35.000000,36.000000]",35.000000
3800,380182,36.000000,"[36.000000,36.000000,40.000000,38.000000]",36.000000
3900,390172,34.000000,"[37.000000,34.000000,35.000000,41.000000]",34.000000
4000,400156,35.000000,"[38.000000,35.000000,40.000000,37.000000]",35.000000
4100,410122,36.000000,"[39.000000,37.000000,38.000000,36.000000]",36.000000
4200,420142,35.000000,"[35.000000,35.000000,35.000000,38.000000]",35.000000
4300,430160,36.000000,"[39.000000,36.000000,36.000000,36.000000]",36.000000
4400,440177,33.000000,"[33.000000,35.000000,41.000000,37.000000]",33.000000
4500,450179,35.000000,"[41.000000,35.000000,37.000000,36.000000]",35.000000
4600,460137,33.000000,"[36.000000,37.000000,33.000000,40.000000]",33.000000
4700,470180,34.000000,"[34.000000,36.000000,38.000000,39.000000]",34.000000
4800,480189,34.000000,"[34.000000,37.000000,42.000000,35.000000]",34.000000
4900,490167,35.000000,"[35.000000,40.000000,36.000000,36.000000]",35.000000
5000,500156,35.000000,"[35.000000,40.000000,39.000000,37.000000]",35.000000
5100,510146,32.000000,"[40.000000,32.000000,41.000000,37.000000]",32.000000
5200,520162,32.000000,"[38.000000,39.000000,32.000000,37.000000]",32.000000
5300,530100,37.000000,"[37.000000,37.000000,37.000000,40.000000]",37.000000
5400,540118,35.000000,"[36.000000,36.000000,37.000000,35.000000]",35.000000
5500,550187,34.000000,"[39.000000,34.000000,34.000000,39.000000]",34.000000
5600,560191,31.000000,"[34.000000,37.000000,31.000000,36.000000]",31.000000
5700,570145,35.000000,"[37.000000,39.000000,37.000000,35.000000]",35.000000
5800,580123,36.000000,"[39.000000,38.000000,36.000000,39.000000]",36.000000
5900,590195,33.000000,"[33.000000,39.000000,34.000000,41.000000]",33.000000
6000,600194,35.000000,"[39.000000,39.000000,35.000000,35.000000]",35.000000
6100,610122,33.000000,"[40.000000,39.000000,33.000000,36.000000]",33.000000
6200,620126,35.000000,"[35.000000,37.000000,41.000000,37.000000]",35.000000
6300,630123,32.000000,"[36.000000,38.000000,40.000000,32.000000]",32.000000
6400,640132,37.000000,"[37.000000,39.000000,37.000000,38.000000]",37.000000
6500,650166,36.000000,"[36.000000,38.000000,39.000000,37.000000]",36.000000
6600,660179,35.000000,"[37.000000,39.000000,36.000000,35.000000]",35.000000
6700,670107,32.000000,"[32.000000,42.000000,36.000000,38.000000]",32.000000
6800,680193,34.000000,"[39.000000,36.000000,40.000000,34.000000]",34.000000
6900,690136,34.000000,"[35.000000,34.000000,42.000000,37.000000]",34.000000
7000,700137,33.000000,"[35.000000,39.000000,38.000000,33.000000]",33.000000
7100,710148,32.000000,"[37.000000,32.000000,38.000000,44.000000]",32.000000
7200,720122,35.000000,"[37.000000,37.000000,38.000000,35.000000]",35.000000
7300,730176,31.000000,"[34.000000,31.000000,36.000000,41.000000]",31.000000
7400,740198,33.000000,"[36.000000,33.000000,40.000000,41.000000]",33.000000
7500,750163,32.000000,"[32.000000,34.000000,34.000000,38.000000]",32.000000
7600,760119,31.000000,"[31.000000,37.000000,36.000000,40.000000]",31.000000
7700,770137,36.000000,"[38.000000,37.000000,36.000000,38.000000]",36.000000
7800,780160,34.000000,"[39.000000,36.000000,40.000000,34.000000]",34.000000
7900,790196,35.000000,"[40.000000,37.000000,35.000000,39.000000]",35.000000
8000,800194,36.000000,"[36.000000,37.000000,37.000000,39.000000]",36.000000
8100,810194,35.000000,"[35.000000,39.000000,36.000000,38.000000]",35.000000
8200,820135,35.000000,"[37.000000,36.000000,36.000000,35.000000]",35.000000
8300,830115,35.000000,"[39.000000,38.000000,35.000000,35.000000]",35.000000
8400,840154,29.000000,"[33.000000,29.000000,34.000000,36.000000]",29.000000
8500,850132,30.000000,"[30.000000,30.000000,33.000000,35.000000]",30.000000
8600,860132,32.000000,"[41.000000,32.000000,34.000000,35.000000]",32.000000
8700,870121,34.000000,"[34.000000,37.000000,35.000000,36.000000]",34.000000
8800,880183,35.000000,"[41.000000,35.000000,39.000000,35.000000]",35.000000
8900,890100,37.000000,"[40.000000,37.000000,37.000000,37.000000]",37.000000
9000,900146,36.000000,"[36.000000,36.000000,37.000000,36.000000]",36.000000
9100,910173,35.000000,"[40.000000,35.000000,37.000000,35.000000]",35.000000
9200,920113,36.000000,"[37.000000,36.000000,37.000000,36.000000]",36.000000
9300,930159,34.000000,"[34.000000,37.000000,36.000000,37.000000]",34.000000
9400,940123,32.000000,"[39.000000,42.000000,36.000000,32.000000]",32.000000
9500,950140,31.000000,"[40.000000,38.000000,39.000000,31.000000]",31.000000
9600,960159,32.000000,"[40.000000,39.000000,32.000000,35.000000]",32.000000
