generation,ID,score,rawScores,ownScore
0,184,10.000000,"[10.000000,9.000000,10.000000,11.000000]",10.000000
100,10101,36.000000,"[37.000000,36.000000,37.000000,34.000000]",36.000000
200,20150,37.000000,"[32.000000,37.000000,37.000000,42.000000]",37.000000
300,30183,37.250000,"[34.000000,37.000000,41.000000,37.000000]",37.250000
400,40146,37.500000,"[38.000000,39.000000,38.000000,35.000000]",37.500000
500,50162,38.000000,"[38.000000,36.000000,40.000000,38.000000]",38.000000
600,60174,38.000000,"[34.000000,41.000000,37.000000,40.000000]",38.000000
700,70189,37.000000,"[33.000000,39.000000,39.000000,37.000000]",37.000000
800,80101,37.500000,"[38.000000,39.000000,38.000000,35.000000]",37.500000
900,90178,37.750000,"[37.000000,34.000000,42.000000,38.000000]",37.750000
1000,100155,35.500000,"[34.000000,36.000000,41.000000,31.000000]",35.500000
1100,110124,37.000000,"[40.000000,35.000000,35.000000,38.000000]",37.000000
1200,120192,37.250000,"[37.000000,36.000000,40.000000,36.000000]",37.250000
1300,130153,37.750000,"[39.000000,39.000000,40.000000,33.000000]",37.750000
1400,140145,37.000000,"[37.000000,37.000000,41.000000,33.000000]",37.000000
1500,150162,36.750000,"[34.000000,38.000000,39.000000,36.000000]",36.750000
1600,160115,35.750000,"[35.000000,35.000000,36.000000,37.000000]",35.750000
1700,170165,37.250000,"[35.000000,38.000000,37.000000,39.000000]",37.250000
1800,180152,36.500000,"[39.000000,34.000000,39.000000,34.000000]",36.500000
1900,190198,36.250000,"[36.000000,34.000000,38.000000,37.000000]",36.250000
2000,200129,37.250000,"[34.000000,36.000000,39.000000,40.000000]",37.250000
2100,210102,37.750000,"[42.000000,34.000000,38.000000,37.000000]",37.750000
2200,220167,37.000000,"[39.000000,34.000000,40.000000,35.000000]",37.000000
2300,230189,38.750000,"[39.000000,41.000000,38.000000,37.000000]",38.750000
2400,240154,37.500000,"[38.000000,39.000000,37.000000,36.000000]",37.500000
2500,250183,37.000000,"[40.000000,39.000000,34.000000,35.000000]",37.000000
2600,260182,37.250000,"[36.000000,34.000000,38.000000,41.000000]",37.250000
2700,270119,38.250000,"[42.000000,38.000000,32.000000,41.000000]",38.250000
2800,280192,36.750000,"[39.000000,38.000000,37.000000,33.000000]",36.750000
2900,290188,38.250000,"[39.000000,42.000000,35.000000,37.000000]",38.250000
3000,300100,37.750000,"[38.000000,32.000000,43.000000,38.000000]",37.750000
3100,310114,36.500000,"[34.000000,38.000000,36.000000,38.000000]",36.500000
