generation,ID,score,rawScores,ownScore
0,169,14.000000,"[15.000000,25.000000,26.000000,14.000000]",14.000000
100,10105,33.000000,"[33.000000,37.000000,38.000000,35.000000]",33.000000
200,20170,35.000000,"[37.000000,39.000000,36.000000,35.000000]",35.000000
300,30139,33.000000,"[36.000000,37.000000,36.000000,33.000000]",33.000000
400,40162,33.000000,"[42.000000,33.000000,36.000000,39.000000]",33.000000
500,50100,32.000000,"[35.000000,32.000000,39.000000,39.000000]",32.000000
600,60131,36.000000,"[37.000000,38.000000,36.000000,36.000000]",36.000000
700,70163,34.000000,"[36.000000,35.000000,43.000000,34.000000]",34.000000
800,80155,33.000000,"[33.000000,38.000000,41.000000,40.000000]",33.000000
900,90154,35.000000,"[37.000000,41.000000,36.000000,35.000000]",35.000000
1000,100172,35.000000,"[35.000000,37.000000,35.000000,40.000000]",35.000000
1100,110128,31.000000,"[36.000000,31.000000,40.000000,40.000000]",31.000000
1200,120184,36.000000,"[38.000000,38.000000,36.000000,39.000000]",36.000000
1300,130154,36.000000,"[36.000000,38.000000,37.000000,37.000000]",36.000000
1400,140129,36.000000,"[38.000000,38.000000,37.000000,36.000000]",36.000000
1500,150189,34.000000,"[40.000000,38.000000,34.000000,39.000000]",34.000000
1600,160148,34.000000,"[41.000000,36.000000,34.000000,39.000000]",34.000000
1700,170106,34.000000,"[40.000000,34.000000,39.000000,38.000000]",34.000000
1800,180182,34.000000,"[34.000000,37.000000,37.000000,39.000000]",34.000000
1900,190155,36.000000,"[37.000000,39.000000,36.000000,38.000000]",36.000000
2000,200189,33.000000,"[33.000000,41.000000,36.000000,39.000000]",33.000000
2100,210186,33.000000,"[39.000000,36.000000,36.000000,33.000000]",33.000000
2200,220130,37.000000,"[38.000000,40.000000,37.000000,39.000000]",37.000000
2300,230139,34.000000,"[34.000000,38.000000,39.000000,39.000000]",34.000000
2400,240106,35.000000,"[35.000000,38.000000,38.000000,40.000000]",35.000000
2500,250160,35.000000,"[38.000000,35.000000,35.000000,39.000000]",35.000000
2600,260133,35.000000,"[38.000000,39.000000,35.000000,36.000000]",35.000000
2700,270163,34.000000,"[38.000000,34.000000,37.000000,39.000000]",34.000000
2800,280141,35.000000,"[35.000000,35.000000,40.000000,36.000000]",35.000000
2900,290179,32.000000,"[38.000000,32.000000,40.000000,37.000000]",32.000000
3000,300128,35.000000,"[36.000000,37.000000,39.000000,35.000000]",35.000000
3100,310143,34.000000,"[40.000000,34.000000,34.000000,39.000000]",34.000000
3200,320179,37.000000,"[37.000000,40.000000,37.000000,38.000000]",37.000000
3300,330191,35.000000,"[35.000000,35.000000,40.000000,36.000000]",35.000000
3400,340188,35.000000,"[36.000000,35.000000,37.000000,38.000000]",35.000000
3500,350145,32.000000,"[37.000000,38.000000,39.000000,32.000000]",32.000000
3600,360103,33.000000,"[35.000000,33.000000,43.000000,37.000000]",33.000000
3700,370138,35.000000,"[36.000000,35.000000,36.000000,38.000000]",35.000000
3800,380127,35.000000,"[37.000000,42.000000,36.000000,35.000000]",35.000000
3900,390180,34.000000,"[34.000000,38.000000,39.000000,42.000000]",34.000000
4000,400169,34.000000,"[35.000000,38.000000,39.000000,34.000000]",34.000000
4100,410186,35.000000,"[39.000000,37.000000,37.000000,35.000000]",35.000000
4200,420102,36.000000,"[38.000000,37.000000,36.000000,41.000000]",36.000000
4300,430192,36.000000,"[41.000000,36.000000,37.000000,40.000000]",36.000000
4400,440102,34.000000,"[40.000000,34.000000,34.000000,39.000000]",34.000000
4500,450164,33.000000,"[37.000000,39.000000,33.000000,36.000000]",33.000000
4600,460132,28.000000,"[38.000000,41.000000,41.000000,28.000000]",28.000000
4700,470110,35.000000,"[42.000000,35.000000,36.000000,39.000000]",35.000000
4800,480106,35.000000,"[37.000000,39.000000,35.000000,41.000000]",35.000000
4900,490125,33.000000,"[40.000000,40.000000,33.000000,37.000000]",33.000000
5000,500135,35.000000,"[41.000000,35.000000,35.000000,37.000000]",35.000000
5100,510113,34.000000,"[41.000000,34.000000,36.000000,36.000000]",34.000000
5200,520128,35.000000,"[35.000000,37.000000,38.000000,37.000000]",35.000000
5300,530155,33.000000,"[33.000000,38.000000,39.000000,37.000000]",33.000000
5400,540149,34.000000,"[38.000000,37.000000,34.000000,40.000000]",34.000000
5500,550173,32.000000,"[39.000000,37.000000,39.000000,32.000000]",32.000000
5600,560160,35.000000,"[36.000000,36.000000,35.000000,42.000000]",35.000000
5700,570164,37.000000,"[37.000000,38.000000,38.000000,37.000000]",37.000000
5800,580142,36.000000,"[36.000000,37.000000,38.000000,38.000000]",36.000000
5900,590148,30.000000,"[30.000000,43.000000,38.000000,41.000000]",30.000000
6000,600108,32.000000,"[36.000000,32.000000,41.000000,41.000000]",32.000000
6100,610194,34.000000,"[40.000000,34.000000,38.000000,36.000000]",34.000000
6200,620146,34.000000,"[37.000000,39.000000,40.000000,34.000000]",34.000000
6300,630198,34.000000,"[39.000000,34.000000,37.000000,37.000000]",34.000000
6400,640160,34.000000,"[34.000000,38.000000,38.000000,37.000000]",34.000000
6500,650192,35.000000,"[35.000000,38.000000,38.000000,37.000000]",35.000000
6600,660161,33.000000,"[41.000000,33.000000,40.000000,36.000000]",33.000000
6700,670142,34.000000,"[40.000000,35.000000,34.000000,40.000000]",34.000000
6800,680110,36.000000,"[37.000000,36.000000,37.000000,41.000000]",36.000000
6900,690150,35.000000,"[35.000000,37.000000,37.000000,38.000000]",35.000000
7000,700142,34.000000,"[38.000000,37.000000,41.000000,34.000000]",34.000000
7100,710195,33.000000,"[36.000000,33.000000,38.000000,40.000000]",33.000000
7200,720181,35.000000,"[39.000000,38.000000,35.000000,39.000000]",35.000000
7300,730138,32.000000,"[38.000000,37.000000,32.000000,38.000000]",32.000000
7400,740196,31.000000,"[37.000000,31.000000,40.000000,41.000000]",31.000000
7500,750158,36.000000,"[38.000000,36.000000,36.000000,40.000000]",36.000000
7600,760178,33.000000,"[36.000000,41.000000,35.000000,33.000000]",33.000000
7700,770185,37.000000,"[39.000000,37.000000,40.000000,39.000000]",37.000000
7800,780187,32.000000,"[32.000000,36.000000,39.000000,38.000000]",32.000000
7900,790160,32.000000,"[41.000000,38.000000,36.000000,32.000000]",32.000000
8000,800138,33.000000,"[38.000000,39.000000,39.000000,33.000000]",33.000000
8100,810158,35.000000,"[37.000000,35.000000,36.000000,40.000000]",35.000000
8200,820145,34.000000,"[40.000000,37.000000,39.000000,34.000000]",34.000000
8300,830111,33.000000,"[40.000000,33.000000,40.000000,39.000000]",33.000000
8400,840122,33.000000,"[33.000000,37.000000,39.000000,39.000000]",33.000000
8500,850180,33.000000,"[38.000000,36.000000,38.000000,33.000000]",33.000000
8600,860129,35.000000,"[38.000000,35.000000,36.000000,40.000000]",35.000000
8700,870199,35.000000,"[39.000000,40.000000,38.000000,35.000000]",35.000000
8800,880175,34.000000,"[35.000000,42.000000,39.000000,34.000000]",34.000000
8900,890110,34.000000,"[34.000000,42.000000,37.000000,35.000000]",34.000000
9000,900126,33.000000,"[36.000000,40.000000,41.000000,33.000000]",33.000000
9100,910174,33.000000,"[35.000000,41.000000,33.000000,39.000000]",33.000000
9200,920194,34.000000,"[35.000000,39.000000,39.000000,34.000000]",34.000000
9300,930159,34.000000,"[38.000000,37.000000,38.000000,34.000000]",34.000000
9400,940192,36.000000,"[37.000000,37.000000,44.000000,36.000000]",36.000000
9500,950114,33.000000,"[37.000000,40.000000,33.000000,40.000000]",33.000000
9600,960133,34.000000,"[35.000000,40.000000,36.000000,34.000000]",34.000000
9700,970130,34.000000,"[39.000000,39.000000,37.000000,34.000000]",34.000000
9800,980112,35.000000,"[36.000000,37.000000,42.000000,35.000000]",35.000000
9900,990195,33.000000,"[39.000000,38.000000,33.000000,36.000000]",33.000000
10000,1000192,33.000000,"[33.000000,39.000000,40.000000,36.000000]",33.000000
10100,1010142,36.000000,"[38.000000,36.000000,36.000000,39.000000]",36.000000
10200,1020116,34.000000,"[40.000000,34.000000,42.000000,35.000000]",34.000000
10300,1030127,36.000000,"[36.000000,38.000000,36.000000,39.000000]",36.000000
10400,1040139,34.000000,"[39.000000,39.000000,34.000000,40.000000]",34.000000
10500,1050156,35.000000,"[36.000000,36.000000,35.000000,39.000000]",35.000000
10600,1060189,35.000000,"[35.000000,37.000000,39.000000,35.000000]",35.000000
10700,1070145,34.000000,"[38.000000,35.000000,34.000000,35.000000]",34.000000
10800,1080134,34.000000,"[37.000000,40.000000,37.000000,34.000000]",34.000000
10900,1090115,36.000000,"[38.000000,39.000000,39.000000,36.000000]",36.000000
11000,1100130,33.000000,"[43.000000,36.000000,38.000000,33.000000]",33.000000
11100,1110104,36.000000,"[37.000000,36.000000,36.000000,38.000000]",36.000000
11200,1120145,35.000000,"[35.000000,36.000000,42.000000,36.000000]",35.000000
11300,1130106,35.000000,"[40.000000,35.000000,38.000000,35.000000]",35.000000
11400,1140183,35.000000,"[35.000000,38.000000,40.000000,36.000000]",35.000000
11500,1150115,34.000000,"[37.000000,37.000000,41.000000,34.000000]",34.000000
11600,1160179,33.000000,"[38.000000,39.000000,33.000000,38.000000]",33.000000
11700,1170181,37.000000,"[37.000000,37.000000,38.000000,37.000000]",37.000000
11800,1180136,34.000000,"[42.000000,35.000000,37.000000,34.000000]",34.000000
11900,1190177,34.000000,"[37.000000,36.000000,34.000000,39.000000]",34.000000
12000,1200184,33.000000,"[39.000000,38.000000,33.000000,39.000000]",33.000000
12100,1210122,35.000000,"[38.000000,36.000000,35.000000,39.000000]",35.000000
12200,1220148,33.000000,"[33.000000,35.000000,37.000000,40.000000]",33.000000
12300,1230105,34.000000,"[35.000000,34.000000,39.000000,37.000000]",34.000000
12400,1240182,36.000000,"[36.000000,37.000000,38.000000,36.000000]",36.000000
12500,1250195,35.000000,"[38.000000,35.000000,37.000000,39.000000]",35.000000
12600,1260192,35.000000,"[36.000000,41.000000,35.000000,37.000000]",35.000000
12700,1270130,35.000000,"[35.000000,40.000000,37.000000,41.000000]",35.000000
12800,1280182,34.000000,"[40.000000,34.000000,39.000000,34.000000]",34.000000
12900,1290193,35.000000,"[38.000000,35.000000,41.000000,35.000000]",35.000000
13000,1300119,30.000000,"[43.000000,30.000000,33.000000,41.000000]",30.000000
