generation,ID,score,rawScores,ownScore
0,161,27.000000,"[27.000000,27.000000,26.000000,23.000000]",27.000000
100,10185,16.000000,"[14.000000,14.000000,16.000000,11.000000]",16.000000
200,20105,94.000000,"[10.000000,94.000000,1.000000,14.000000]",94.000000
300,30132,92.000000,"[15.000000,92.000000,9.000000,2.000000]",92.000000
400,40154,102.000000,"[11.000000,102.000000,9.000000,11.000000]",102.000000
500,50173,73.000000,"[7.000000,73.000000,28.000000,23.000000]",73.000000
600,60176,69.000000,"[8.000000,69.000000,16.000000,11.000000]",69.000000
700,70176,85.000000,"[13.000000,11.000000,15.000000,85.000000]",85.000000
800,80140,89.000000,"[15.000000,89.000000,10.000000,16.000000]",89.000000
900,90155,91.000000,"[12.000000,91.000000,13.000000,12.000000]",91.000000
1000,100171,72.000000,"[21.000000,72.000000,13.000000,27.000000]",72.000000
1100,110145,84.000000,"[10.000000,84.000000,15.000000,19.000000]",84.000000
1200,120158,83.000000,"[13.000000,83.000000,10.000000,11.000000]",83.000000
1300,130150,84.000000,"[14.000000,84.000000,10.000000,16.000000]",84.000000
1400,140160,85.000000,"[11.000000,85.000000,12.000000,12.000000]",85.000000
1500,150155,81.000000,"[11.000000,81.000000,20.000000,9.000000]",81.000000
1600,160145,88.000000,"[7.000000,88.000000,4.000000,2.000000]",88.000000
1700,170152,113.000000,"[0.000000,113.000000,11.000000,7.000000]",113.000000
1800,180154,122.000000,"[0.000000,122.000000,0.000000,0.000000]",122.000000
1900,190174,91.000000,"[16.000000,91.000000,22.000000,0.000000]",91.000000
2000,200160,95.000000,"[14.000000,95.000000,13.000000,4.000000]",95.000000
2100,210118,114.000000,"[1.000000,114.000000,3.000000,3.000000]",114.000000
2200,220140,98.000000,"[18.000000,98.000000,15.000000,0.000000]",98.000000
2300,230198,99.000000,"[5.000000,99.000000,11.000000,5.000000]",99.000000
2400,240116,90.000000,"[10.000000,90.000000,11.000000,11.000000]",90.000000
2500,250157,95.000000,"[5.000000,95.000000,14.000000,5.000000]",95.000000
2600,260118,93.000000,"[3.000000,93.000000,15.000000,2.000000]",93.000000
2700,270117,100.000000,"[0.000000,100.000000,13.000000,15.000000]",100.000000
2800,280165,103.000000,"[6.000000,103.000000,0.000000,16.000000]",103.000000
2900,290186,97.000000,"[0.000000,97.000000,3.000000,4.000000]",97.000000
3000,300112,86.000000,"[2.000000,86.000000,13.000000,17.000000]",86.000000
3100,310156,85.000000,"[9.000000,85.000000,10.000000,10.000000]",85.000000
3200,320142,100.000000,"[0.000000,100.000000,0.000000,1.000000]",100.000000
3300,330156,110.000000,"[0.000000,110.000000,0.000000,1.000000]",110.000000
3400,340168,104.000000,"[4.000000,104.000000,1.000000,0.000000]",104.000000
3500,350149,78.000000,"[7.000000,78.000000,6.000000,12.000000]",78.000000
3600,360135,75.000000,"[0.000000,75.000000,11.000000,0.000000]",75.000000
3700,370111,83.000000,"[15.000000,11.000000,12.000000,83.000000]",83.000000
3800,380143,90.000000,"[19.000000,11.000000,10.000000,90.000000]",90.000000
3900,390177,92.000000,"[12.000000,11.000000,14.000000,92.000000]",92.000000
4000,400115,72.000000,"[15.000000,10.000000,72.000000,11.000000]",72.000000
4100,410152,99.000000,"[9.000000,14.000000,99.000000,10.000000]",99.000000
4200,420189,102.000000,"[12.000000,16.000000,10.000000,102.000000]",102.000000
4300,430149,94.000000,"[94.000000,10.000000,11.000000,12.000000]",94.000000
4400,440105,92.000000,"[12.000000,10.000000,92.000000,11.000000]",92.000000
4500,450139,93.000000,"[15.000000,14.000000,93.000000,14.000000]",93.000000
4600,460170,85.000000,"[10.000000,27.000000,85.000000,22.000000]",85.000000
4700,470184,119.000000,"[0.000000,0.000000,119.000000,0.000000]",119.000000
4800,480103,118.000000,"[1.000000,5.000000,118.000000,0.000000]",118.000000
4900,490158,137.000000,"[0.000000,0.000000,137.000000,0.000000]",137.000000
