generation,ID,score,rawScores,ownScore
0,159,26.000000,"[21.000000,20.000000,29.000000,34.000000]",26.000000
100,10160,35.000000,"[44.000000,36.000000,28.000000,32.000000]",35.000000
200,20181,35.750000,"[32.000000,42.000000,37.000000,32.000000]",35.750000
300,30174,35.500000,"[30.000000,28.000000,52.000000,32.000000]",35.500000
400,40106,36.250000,"[40.000000,26.000000,55.000000,24.000000]",36.250000
500,50185,35.250000,"[50.000000,24.000000,29.000000,38.000000]",35.250000
600,60187,36.750000,"[36.000000,25.000000,37.000000,49.000000]",36.750000
700,70116,28.250000,"[25.000000,30.000000,15.000000,43.000000]",28.250000
800,80167,36.000000,"[21.000000,31.000000,44.000000,48.000000]",36.000000
900,90127,36.250000,"[25.000000,40.000000,30.000000,50.000000]",36.250000
1000,100195,34.750000,"[33.000000,32.000000,28.000000,46.000000]",34.750000
1100,110152,33.500000,"[32.000000,30.000000,30.000000,42.000000]",33.500000
1200,120105,36.500000,"[27.000000,36.000000,28.000000,55.000000]",36.500000
1300,130117,36.500000,"[37.000000,33.000000,48.000000,28.000000]",36.500000
1400,140185,35.500000,"[24.000000,40.000000,57.000000,21.000000]",35.500000
1500,150184,35.500000,"[34.000000,37.000000,49.000000,22.000000]",35.500000
1600,160146,36.000000,"[49.000000,25.000000,37.000000,33.000000]",36.000000
1700,170137,36.750000,"[30.000000,33.000000,52.000000,32.000000]",36.750000
1800,180100,37.500000,"[33.000000,36.000000,53.000000,28.000000]",37.500000
1900,190105,36.750000,"[33.000000,51.000000,29.000000,34.000000]",36.750000
2000,200199,36.750000,"[43.000000,32.000000,35.000000,37.000000]",36.750000
2100,210185,37.750000,"[39.000000,34.000000,35.000000,43.000000]",37.750000
2200,220111,37.500000,"[45.000000,36.000000,28.000000,41.000000]",37.500000
2300,230187,37.000000,"[28.000000,48.000000,37.000000,35.000000]",37.000000
2400,240165,37.750000,"[35.000000,48.000000,33.000000,35.000000]",37.750000
2500,250113,35.250000,"[42.000000,27.000000,43.000000,29.000000]",35.250000
2600,260192,35.250000,"[50.000000,29.000000,28.000000,34.000000]",35.250000
